title	year	discipline_names	url
Book Review : Valorosa vipera gentile: Poesia e letteratura in volgare attorno ai Visconti fra Trecento e primo Quattrocento. Studi lombardi 4	2017	['History', 'Art & Art History', 'Language & Literature']	www.jstor.org/stable/10.2307/26560290
AI, AS AN ACTION SCIENCE, AS AN UTOPIA OR AS A SCAPEGOAT: Sense and Nonsense of Philosophy	1990	['Philosophy']	www.jstor.org/stable/10.2307/23949565
"Book Review :          La simbologia musicale nei commenti ai Salmi di Agostino ""Le immagini della musica"" 11                    Laurence           Wuidar"	2015	['Music']	www.jstor.org/stable/10.2307/24752459
The Twelve Chinese Zodiacs: Ai Weiwei, Jackie Chan and the Aesthetics, Politics, and Economics of Revisiting a National Wound	2016	['Language & Literature']	www.jstor.org/stable/10.2307/24898567
Listening to and Looking at Ai Weiwei	2011	['Language & Literature']	www.jstor.org/stable/10.2307/41638752
"Attempting Immortality: AI, A-Life, and the Posthuman in Greg Egan's ""Permutation City"""	2000	['Language & Literature']	www.jstor.org/stable/10.2307/4240849
Book Review : AI Narratives: A History of Imaginative Thinking about Intelligent Machines	2021	['Language & Literature']	www.jstor.org/stable/10.5621/sciefictstud.48.3.0573
Call for Papers: A Cultural History of AI	2019	['Language & Literature']	www.jstor.org/stable/10.5621/sciefictstud.46.2.0442
Book Review :                     La giustizia ai confini: Il principato vescovile di Trento agli inizi dell'età moderna.                             Marco           Bellabarba	1999	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/2887275
Book Review :          Angelo Clareno: Dai poveri eremiti ai fraticelli.                                 Gian Luca             Potestà	1993	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/2865051
Book Review :          Il tragico cristiano: Da Dante ai moderni                    Giorgio Barberi           Squarotti	2006	['History', 'Language & Literature', 'Art & Art History']	www.jstor.org/stable/10.2307/20463727
Intorno ai disegni murali della Sagrestia Nuova	1992	['Art & Art History']	www.jstor.org/stable/10.2307/42620317
Performing the Digital and AI	2019	['Performing Arts']	www.jstor.org/stable/10.2307/26863531
TDR Comment: Ai Weiwei: Acting Is Believing	2011	['Performing Arts']	www.jstor.org/stable/10.2307/41407103
OF UNBECOMING (The future of AI)	2020	['Language & Literature']	www.jstor.org/stable/10.2307/48569222
Oculus Grift: Capital as the Cutting-Edge AI App	2017	['Language & Literature']	www.jstor.org/stable/10.2307/26358601
Book Review :          Ai Weiwei's Blog. Writings, Interviews and Digital Rants, 2006—2009                    Ai           Weiwei                             Lee           Ambrozy	2011	['Art & Art History']	www.jstor.org/stable/10.2307/23055521
Book Review :          On Weaving: New Expanded Edition                    Anni           Albers                             Manuel           Cirauqui                             T'ai           Smith	2018	['Art & Art History']	www.jstor.org/stable/10.2307/44870657
Paying for Frescos in Stone: Financial Aspects of the Decoration of S. Martino ai Monti in Rome	2008	['Art & Art History']	www.jstor.org/stable/10.2307/20073006
The High Altar of S. Carlo ai Catinari, Rome	1996	['Art & Art History']	www.jstor.org/stable/10.2307/887142
Book Review :          Disposizione e messaggio della Lettera ai Galati: Analisi retoricoletteraria (AnBib 131)                    ANTONIO           PITTA	1994	['Religion']	www.jstor.org/stable/10.2307/43721835
Book Review :          Filologia storica della Bibbia ebraica: Volume 1, Da Origene al Medioevo; Volume 2, Dall'età moderna ai giorni nostri (Studi biblici 125, 135)                    BRUNO           CHIESA	2005	['Religion']	www.jstor.org/stable/10.2307/43725594
Book Review :          Lettera ai Romani, Volume 2, Rm 6-11; Volume 3, Rm 12-16 (Scritti delle origini Cristiane 6)                    ROMANO           PENNA	2010	['Religion']	www.jstor.org/stable/10.2307/43726933
Book Review :          Lettera ai Romani: I. Rm 1-5 (Scritti delle origini Christiane 6)                    ROMANO           PENNA	2005	['Religion']	www.jstor.org/stable/10.2307/43727561
Book Review :          Ai confini d'Italia: Saggi di storia trentina in età moderna. [Annali dell'Istituto storico italo-germanico in Trento: Monografie, 50]                    Claudio           Donati	2010	['Religion', 'History']	www.jstor.org/stable/10.2307/25741029
Book Review :          Cattolici a sinistra. Dal modernismo ai giorni nostri. [Quadrante Laterza, 178]                    Daniela           Saresella	2012	['Religion', 'History']	www.jstor.org/stable/10.2307/23565465
Book Review :          Guida ai Fondi Manoscritti, Numismatici, a Stampa della Biblioteca Vaticana. Vol. I: Dipartimento Manoscritti; Vol. II: Dipartimento Stampati—Dipartimento del Gabinetto Numismatico—Ufficio della Prefettura; Archivio. [Studi e Testi, Vols. 466 and 467]                    Francesco           D'Aiuto                             Paolo           Vian	2015	['Religion', 'History']	www.jstor.org/stable/10.2307/43900028
Book Review :          Three Latvian Carols 1. Ziemassvetku nakts (Christmas Night) 2. Mekletaja cels (The Christmas Rose) 3. Ai, nama mamina (The Christmas Season)                    Andrejs           Jansons	1992	['Music']	www.jstor.org/stable/10.2307/23549072
Book Review :                     Οἰκονομία. Struttura e tecnica drammatica negli scoli antichi ai testi drammatici                  R. Grisolia	2004	['Classical Studies']	www.jstor.org/stable/10.2307/3661930
Book Review :          Frustula poetarum. Contributi ai poeti latini in frammenti         A. Perutelli	2003	['Classical Studies']	www.jstor.org/stable/10.2307/3662216
Book Review :          Tracce nella mente. Teorie della memoria da Platone ai moderni                    M. M.           Sassi	2009	['Classical Studies']	www.jstor.org/stable/10.2307/20482774
Book Review : Speculation: A Cultural History from Aristotle to AI	2022	['Language & Literature']	www.jstor.org/stable/10.2307/27181590
Book Review :          A Ming Society: T'ai-Ho County, Kiangsi, Fourteenth to Seventeenth Centuries                    John W.           Dardess	1998	['History']	www.jstor.org/stable/10.2307/206024
Book Review : ALLE PENDICI DEI COLLI ALBANI: DINAMICHE INSEDIATIVE E CULTURA MATERIALE AI CONFINI CON ROMA (Groningen Archaeological Studies 35)	2021	['Classical Studies', 'Archaeology']	www.jstor.org/stable/10.2307/27128881
"JACQUELINE HARPMAN'S TRANSGRESSIVE DYSTOPIAN FANTASTIC IN ""MOI QUI N'AI PAS CONNU LES HOMMES"": BETWEEN FAMILIAR TERRITORY AND UNKNOWN WORLDS"	2010	['Language & Literature']	www.jstor.org/stable/10.2307/25801488
"Philippe Jaccottet: 'J'ai dit une fois le pré de mai...' the May Meadow Revisited: Iterative Process in the Prose of ""Beauregard"""	1990	['Language & Literature']	www.jstor.org/stable/10.2307/3732642
The Yuan Shih-k'ai Dollar (Y. 329) - A Review	2003	['Art & Art History', 'Archaeology']	www.jstor.org/stable/10.2307/42667176
Book Review :                     La giustizia ai confini: Il principato vescovile di Trento agli inizi dell' età moderna.                             Marco           Bellabarba	1998	['History']	www.jstor.org/stable/10.2307/2544456
Book Review :          Il tragico cristiano da Dante ai moderni                    Giorgio Barberi           Squarotti	2006	['History']	www.jstor.org/stable/10.2307/20477926
"Book Review :          L'aiuto ai poveri: ""De subventione pauperum""                    Luis           Vives                             Valerio           Del Nero"	2010	['History']	www.jstor.org/stable/10.2307/40997448
Book Review :          Le istruzioni generali di Paolo V ai diplomatici pontifici 1605-1621                    Silvano           Giordano	2007	['History']	www.jstor.org/stable/10.2307/20478441
J'ai vu tuer Ben Barka	2006	['History']	www.jstor.org/stable/10.2307/4619100
"""Avec confusion j'ai vu cent fois tes feintes"": Imperial Spectatorship in ""Le véritable Saint Genest"""	2016	['Language & Literature']	www.jstor.org/stable/10.2307/44512293
Book Review :                     Écoute le bambou qui pleure: Récits de quatre musiciens mélanésiens ('Aré'aré, Îles Salomon). Textes de 'Irisipau, Warousu, Namohani'ai, Tahuniwapu                             Hugo           Zemp	1996	['Music']	www.jstor.org/stable/10.2307/767818
A New Dedication to Mercury at S. Martino ai Monti (Rome)	2021	['Classical Studies']	www.jstor.org/stable/10.2307/48775269
